name,verdict,areas,reason,gate,version,ratatui_reqs,license,updated,in_top500_csv,downloads,description
mind-cli,DROP-APP,,publishes no library target,OK,0.22.0,ratatui^0.30,MIT,2026-07-30,no,,
mindstack,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.3,ratatui^0.29.0,MIT,2025-12-25,no,,
minecraft-server-tool,DROP-APP,,publishes no library target,OK,0.1.3,ratatui^0.30.0,MIT,2026-03-06,no,,
minesweep,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,6.0.54,ratatui^0.26.0,Apache-2.0,2024-02-11,no,,
minesweepe-rs,DROP-APP,,ships binaries (minesweepe-rs),OK,0.4.2,ratatui^0.30,MIT,2026-05-28,no,,
minesweeper_4d,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.17,ratatui^0.29.0,MIT,2026-01-25,no,,
minidex-cli,DROP-APP,,publishes no library target,OK,0.11.0+0.31.2,ratatui^0.30.0,MIT,2026-06-20,no,,
minimax-cli,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.7.1,ratatui^0.29,MIT,2026-02-13,no,,
miniplan-cli,DROP-APP,,publishes no library target,OK,0.2.0,ratatui^0.30,EUPL-1.2,2026-04-25,no,,
minipwn,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.0,ratatui^0.27,MIT,2026-05-09,no,,
minitel,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.3.2,ratatui^0.29.0,MIT OR Apache-2.0,2025-03-21,yes,4482,
minitel-ratatui,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.1,ratatui^0.29.0,MIT OR Apache-2.0,2025-01-04,no,,
minitel-stum,DROP-DOMAIN,,"library, but no wqm surface needs it",NODEP,,,,,yes,2418,
mink-agent,DROP-APP,,"ships binaries (mink,mink-core)",OK,0.1.8,ratatui^0.30,MIT,2026-06-12,no,,
minot,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.8.0,ratatui^0.29.0,MIT OR Apache-2.0,2026-06-27,no,,
miolo,DROP-APP,,publishes no library target,OK,0.4.0,ratatui^0.30,GPL-3.0-or-later,2026-07-30,no,,
mirador,DROP-APP,,publishes no library target,OK,0.16.3,ratatui^0.30.2,MIT,2026-07-30,no,,
mirmir,DROP-APP,,publishes no library target,OK,0.2.0,ratatui^0.30,Apache-2.0,2026-07-21,no,,
mirro-rs,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.2.3,ratatui^0.26.1,MIT OR Apache-2.0,2024-03-02,no,,
miru-cli,DROP-APP,,publishes no library target,OK,0.0.1,ratatui^0.30,MIT,2026-03-02,no,,
mischef,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.16,ratatui^0.24.0,MIT OR Apache-2.0,2023-12-02,yes,18537,
miv-editor,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.0,ratatui^0.25.0,MIT,2024-01-20,no,,
mixed-signals,KEEP,MO,generic signal generator for animations,OK,0.3.0,ratatui^0.30.0,MIT,2026-05-05,no,,"Generic signal generator library for animations, audio, games, and simulations"
mkd,DROP-APP,,ships binaries (mkd),OK,0.9.4,ratatui^0.30.1,MIT OR Apache-2.0,2026-07-21,no,,
mkdr,DROP-APP,,publishes no library target,OK,0.6.1,ratatui^0.30.0,MIT,2026-06-19,no,,
mkutils,DROP-DOMAIN,,screened on description; unrelated to any wqm surface,OK,0.1.191,ratatui^0.30.0,Apache-2.0,2026-07-28,no,,
ml-launcher,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.0,ratatui^0.29,MIT OR Apache-2.0,2026-03-26,no,,
mlbt,DROP-APP,,publishes no library target,OK,0.5.0,ratatui^0.30.2,MIT,2026-07-04,no,,
mlt,DROP-APP,,publishes no library target,OK,0.1.23,ratatui^0.30.1,MIT OR Apache-2.0,2026-07-19,no,,
mltop,DROP-APP,,ships binaries (mltop),OK,0.6.3,ratatui^0.30.0,MIT,2026-02-23,yes,4136,
mm_music_tui,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.9.3,ratatui^0.29.0,MIT,2026-01-09,no,,
mmisay,DROP-APP,,publishes no library target,OK,0.1.0,ratatui^0.30.0,GPL-3.0-only,2026-04-21,no,,
mneme-ai,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.9.0,ratatui^0.27,MIT,2026-06-25,no,,
mneme-brain,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.3.1,ratatui^0.27,MIT,2026-06-25,no,,
mneme-guardian,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.2.1,ratatui^0.27,MIT,2026-06-25,no,,
mnml-bridge,DROP-DOMAIN,,screened on description; unrelated to any wqm surface,OK,0.3.0,ratatui^0.30,MIT OR Apache-2.0,2026-07-03,no,,
mntime,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.3.0,ratatui^0.26.1,Zlib,2024-03-05,yes,4410,
moccasin,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.3,ratatui^0.22,MIT,2024-10-18,no,,
mockforge-tui,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.3.211,ratatui^0.29,MIT OR Apache-2.0,2026-07-29,no,,
mockingparrot,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.2.0,ratatui^0.29.0,Unlicense,2024-12-30,no,,
mockr-tui,DROP-APP,,ships binaries (mockr),OK,0.5.2,ratatui^0.30,MIT,2026-03-13,no,,
modalkit,KEEP,ED,"modal-editing application library -- the vim FSM, renderer-agnostic",NODEP,,,,,yes,45112,A library for building applications that use modal editing
modalkit-ratatui,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.0.25,ratatui^0.29.0,Apache-2.0,2026-04-07,yes,20473,
modbus-gateway,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.2.0,ratatui^0.29,MIT,2026-06-03,no,,
modbus_toolbox,DROP-APP,,publishes no library target,OK,0.7.4,ratatui^0.30,MIT,2026-07-08,no,,
modder_tui,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.5,ratatui^0.29.0,MIT,2025-09-03,no,,
model-use,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.0,ratatui^0.29,MIT,2026-07-14,no,,
modelsdev,DROP-APP,,publishes no library target,OK,0.14.0,ratatui^0.30,MIT,2026-07-02,no,,
modseclog,DROP-APP,,publishes no library target,OK,0.2.0,ratatui^0.30,Apache-2.0,2026-03-09,no,,
moe-test,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,1.3.6,ratatui^0.29,LGPL-3.0-or-later,2026-05-06,no,,
moggu,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.1,ratatui^0.29.0,MIT,2025-08-17,no,,
mold-ai-tui,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.20.2,ratatui^0.29,MIT,2026-07-21,no,,
moltbook-tui,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,1.0.0,ratatui^0.29,MIT,2026-02-03,no,,
monad-monitor,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.5,ratatui^0.29,MIT,2025-12-23,no,,
money_manager,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.2.0,ratatui^0.29,GPL-3.0,2026-04-05,no,,
mongobar,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.2.5,ratatui^0.27.0,MIT,2024-08-12,no,,
monio,KEEP,SC,cross-platform input monitoring with drag detection,OK,0.1.1,ratatui^0.30,Apache-2.0,2026-02-06,no,,Pure Rust cross-platform input monitoring library with proper drag detection
monitetoring,DROP-APP,,publishes no library target,OK,0.3.3,ratatui^0.30,GPL-2.0,2026-05-30,yes,2382,
monitors,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.0,ratatui^0.29.0,MIT,2025-10-19,no,,
monitr,DROP-APP,,publishes no library target,OK,0.3.53,ratatui-core^0.1.0; ratatui-widgets^0.3.0,MIT,2026-06-13,no,,
monitrs,DROP-APP,,publishes no library target,OK,0.1.0,ratatui^0.30.2,MIT OR Apache-2.0,2026-07-30,no,,
monitrs-tui,KEEP,ST,"rendering, reducer, KEYMAP and layout engine",OK,0.1.0,ratatui^0.30.2,MIT OR Apache-2.0,2026-07-30,no,,"Ratatui rendering, reducer, keymap, and layout engine for monitrs"
monitui,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.2.4,ratatui^0.27,MIT,2026-02-10,no,,
monkeyterm,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.1,ratatui^0.29,MIT,2026-04-03,no,,
monkeytype-tui,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.0,ratatui^0.28,MIT,2026-07-14,no,,
moonriver,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.2.2,ratatui^0.29,MIT,2025-10-26,no,,
moosicbox_log_watch,DROP-APP,,ships binaries (moosicbox-log-watch),OK,0.4.0,ratatui^0.30.1,MPL-2.0,2026-07-04,no,,
morpharch,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,2.2.3,ratatui^0.29,MIT OR Apache-2.0,2026-03-18,no,,
moshi-cli,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.6.4,ratatui^0.27.0,MIT/Apache-2.0,2025-10-01,no,,
mostro-chat,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.2.1,ratatui^0.29.0,MIT,2025-03-20,no,,
mot,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.3.3,ratatui^0.29.0,MIT,2025-05-19,yes,8598,
mothership,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.0.100,ratatui=0.30.0-beta.0; ratatui-core=0.1.0-beta.0; ratatui-widgets=0.3.0-beta.0,BSD-3-Clause,2026-03-18,no,,
moto,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.2.29,ratatui^0.26.1,MIT,2024-04-06,no,,
motoc,DROP-APP,,publishes no library target,OK,0.4.0,ratatui^0.30.2,GPL-3.0-only,2026-07-28,no,,
mousefood,KEEP,RB,embedded-graphics backend,OK,0.5.2,ratatui^0.30.2; ratatui-core^0.1.2,MIT OR Apache-2.0,2026-06-22,yes,6558,embedded-graphics backend for Ratatui
mousefood-extras,KEEP,RB,extras for the embedded-graphics backend,OK,0.1.0,ratatui-core^0.1.0,MIT OR Apache-2.0,2026-06-21,no,,Extras for mousefood
moviebox-tui,DROP-APP,,ships binaries (moviebox-tui),OK,0.1.6,ratatui^0.30.2,MIT OR Apache-2.0,2026-07-26,no,,
mprocs-vt100,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.7.3,ratatui^0.26.2,MIT,2025-05-21,no,,
mq-db,DROP-APP,,ships binaries (mq-db),OK,0.1.8,ratatui^0.30,MIT,2026-07-24,no,,
mq-docs,DROP-APP,,ships binaries (mq-docs),OK,0.1.28,ratatui^0.30,MIT,2026-07-22,no,,
mq-edit,DROP-APP,,ships binaries (mq-edit),OK,0.1.7,ratatui^0.30,MIT,2026-06-24,no,,
mq-task,DROP-APP,,ships binaries (mq-task),OK,0.1.15,ratatui^0.30,MIT,2026-07-16,no,,
mq-tui,DROP-APP,,ships binaries (mq-tui),OK,0.1.27,ratatui^0.30.0,MIT,2026-07-11,no,,
mq-view,DROP-APP,,ships binaries (mq-view),OK,0.1.20,ratatui^0.30.2,MIT,2026-07-13,no,,
mrKrabs,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,1.1.0,ratatui^0.26.3,MIT,2024-06-17,no,,
msafara,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.3.3,ratatui^0.29,MIT,2026-06-29,no,,
mso,DROP-APP,,ships binaries (mso),OK,0.1.0,ratatui^0.30,MIT,2026-06-16,no,,
mspacman,DROP-APP,,publishes no library target,OK,0.8.2,ratatui^0.30,Apache-2.0,2026-03-10,no,,
msr-player-tui,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.0,ratatui^0.29.0,GPL-3.0,2025-12-20,no,,
mtag-tui,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.1,ratatui^0.29.0,non-standard,2025-08-08,no,,
mtg-alien-raid,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.7.0,ratatui^0.29,MIT,2026-07-11,no,,
mtg-breaker,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.7.0,ratatui^0.29,MIT,2026-07-11,no,,
mtg-core,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.7.0,ratatui^0.29,MIT,2026-07-11,no,,
mtg-paddle-battle,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.7.0,ratatui^0.29,MIT,2026-07-11,no,,
mtg-snek,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.7.0,ratatui^0.29,MIT,2026-07-11,no,,
mtop,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.16.2,ratatui^0.29.0,GPL-3.0+,2026-01-09,no,,
mtop-tui,DROP-APP,,"ships binaries (hid_diag,mtop)",OK,0.1.0,ratatui^0.30,MIT,2026-04-18,no,,
mtr-ng,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.3.0,ratatui^0.29,MIT OR Apache-2.0,2025-06-19,no,,
mtrack,DROP-APP,,ships binaries (mtrack),OK,0.15.0,ratatui^0.30,GPL-3.0,2026-07-20,yes,13447,
mtui,DROP-APP,,"ships binaries (mtui,mtui-web)",OK,0.9.6,ratatui^0.30.2,GPL-2.0-only,2026-07-24,no,,
muad-dib,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.3.1,ratatui^0.29,MIT,2026-01-28,no,,
mudroom,DROP-APP,,ships binaries (mudroom),OK,0.1.3,ratatui^0.30.0,MIT,2026-07-21,no,,
muffintui,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.14,ratatui^0.29,MIT,2026-03-12,no,,
mullama,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.3.0,ratatui^0.28,MIT,2026-05-20,no,,
multimr,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.0,ratatui^0.29.0,Apache-2.0,2025-06-12,no,,
multistack,DROP-APP,,publishes no library target,OK,1.0.1,ratatui^0.30,GPL-3.0-only,2026-06-30,no,,
mum,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.0,ratatui^0.29,Apache-2.0,2026-05-06,no,,
mumei-tui,DROP-APP,,publishes no library target,OK,0.1.0,ratatui-core^0.1; ratatui-widgets^0.3,MIT OR Apache-2.0,2026-07-22,no,,
murshid,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.0,ratatui^0.29,AGPL-3.0-only,2026-07-06,no,,
muse-rs,DROP-APP,,"ships binaries (muse-rs,tui)",OK,0.1.0,ratatui^0.30.0,non-standard,2026-02-23,no,,
music-tui,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.0,ratatui^0.26,MIT,2025-11-18,no,,
musicbrainz-release-grabber,DROP-APP,,publishes no library target,OK,1.0.5,ratatui^0.30.1,GPL-3.0-only,2026-06-10,no,,
muster-workspace,DROP-APP,,ships binaries (muster),OK,0.3.1,ratatui^0.30.2,MIT,2026-07-25,no,,
mutiny-diff,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.22,ratatui^0.29,MIT,2026-03-25,no,,
muxitude,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.0.13,ratatui^0.26,GPL-3.0-only,2026-04-22,no,,
muxox,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,1.6.0,ratatui^0.28,MIT,2026-04-27,no,,
muxox-core,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,1.6.0,ratatui^0.28,MIT,2026-04-27,no,,
muxr,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.6.1,ratatui^0.29,MIT,2026-04-06,no,,
muxtop-tui,DROP-DOMAIN,,screened on description; unrelated to any wqm surface,OK,0.3.1,ratatui^0.30,MIT OR Apache-2.0,2026-04-25,no,,
mvgfahrinfo,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,1.2.0,ratatui^0.23.0,MIT,2024-10-23,yes,6355,
mw75,DROP-APP,,"ships binaries (ble-probe,mw75)",OK,0.0.7,ratatui^0.30.0,GPL-3.0,2026-06-22,no,,
mxmon,DROP-APP,,publishes no library target,OK,0.2.0,ratatui^0.30,MIT,2026-07-24,no,,
mxr,DROP-APP,,ships binaries (mxr),OK,0.4.29,ratatui^0.30,MIT OR Apache-2.0,2026-03-27,no,,
mxr-test-support,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.4.15,ratatui^0.29,MIT OR Apache-2.0,2026-03-23,no,,
mxr-tui,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.4.15,ratatui^0.29,MIT OR Apache-2.0,2026-03-23,no,,
mxrun,DROP-APP,,publishes no library target,OK,0.3.1,ratatui^0.30.0,MIT,2026-06-23,no,,
mycora,DROP-APP,,ships binaries (mycora),OK,0.15.0,ratatui^0.30.2,MIT OR Apache-2.0,2026-07-19,no,,
mycroft-tui,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.0,ratatui^0.29,Apache-2.0,2026-07-16,no,,
myeon,DROP-APP,,ships binaries (myeon),OK,0.5.0,ratatui^0.30.0,MIT,2026-01-27,no,,
myip-tui,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.2.2,ratatui^0.20,GPL-3.0,2025-05-09,yes,3733,
myx,DROP-APP,,ships binaries (myx),OK,0.3.0,ratatui^0.30.2,MIT,2026-07-28,no,,
n7,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.8.87,ratatui^0.28,MIT,2026-02-12,no,,
nail-parquet,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,1.9.0,ratatui^0.24,MIT,2026-06-30,no,,
nala,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.0,ratatui^0.27.0,GPL-3.0-only,2024-07-14,no,,
namekit,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.2.5,ratatui^0.29.0,GPL-3.0-or-later,2025-05-15,no,,
namisan,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.0,ratatui^0.21.0,MIT,2023-06-06,no,,
nanashi,DROP-APP,,publishes no library target,OK,0.1.0,ratatui^0.30,MIT,2026-07-07,no,,
nanocore,DROP-APP,,"ships binaries (nanocore,nca)",OK,0.1.3,ratatui^0.30.0,MIT,2026-05-06,no,,
nao-tui,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.6,ratatui^0.29.0,MIT,2026-03-29,no,,
napa,DROP-APP,,publishes no library target,OK,1.0.3,ratatui-core^0.1; ratatui-widgets^0.3,MPL-2.0,2026-05-26,no,,
napali,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.1,ratatui^0.24.0,MIT,2023-12-11,no,,
narsil,DROP-APP,,publishes no library target,OK,0.5.0,ratatui^0.30,GPL-3.0-only,2026-07-07,no,,
narwhal-app,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,2.3.0,ratatui^0.28,MIT OR Apache-2.0,2026-06-09,no,,
narwhal-tui,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,2.3.0,ratatui^0.28,MIT OR Apache-2.0,2026-06-09,no,,
nate-engine,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.2.2,ratatui^0.26.2,MIT OR Apache-2.0,2024-05-01,no,,
native-ascii-renderer,KEEP,RB,render a text app in a NATIVE WINDOW -- a pixel path with no terminal,OK,0.1.0,ratatui^0.30.2,MIT,2026-07-29,no,,Render text-based apps in a native window
navi-tui,DROP-DOMAIN,,screened on description; unrelated to any wqm surface,OK,0.3.7,ratatui^0.30,Apache-2.0,2026-07-23,no,,
navipod,DROP-APP,,ships binaries (navipod),OK,1.2.5,ratatui^0.30,MIT,2026-06-18,yes,74124,
nb-cli,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.0.9,ratatui^0.28,BSD-3-Clause,2026-05-22,no,,
nbi,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.9,ratatui^0.29,MIT,2025-12-03,no,,
nbox,DROP-APP,,ships binaries (nbox),OK,0.14.0,ratatui^0.30,MIT OR Apache-2.0,2026-06-29,no,,
nbview,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.0,ratatui^0.29,MIT,2026-06-27,no,,
ncoxide,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.4.0,ratatui^0.29,MIT,2026-07-14,no,,
ncp-core,DROP-DOMAIN,,screened on description; unrelated to any wqm surface,OK,0.2.0,ratatui^0.30.0,MIT,2026-06-20,no,,
nctok,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.0,ratatui^0.26.1,MIT,2024-04-23,no,,
ndl,DROP-APP,,publishes no library target,OK,0.2.15,ratatui^0.30.0,MIT,2026-02-08,no,,
neatcli,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.7.3,ratatui^0.29,MIT,2026-02-20,no,,
needle-cli,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.15.0,ratatui^0.29,MIT,2026-04-27,no,,
neimar,DROP-APP,,publishes no library target,OK,0.4.0,ratatui^0.30,MIT OR Apache-2.0,2026-05-28,no,,
neith,DROP-APP,,publishes no library target,OK,0.1.0,ratatui^0.30,MIT OR Apache-2.0,2026-03-15,no,,
neo-agent-harness,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.0,ratatui=0.26.3,MIT,2026-05-25,no,,
neodiff,DROP-APP,,ships binaries (neodiff),OK,0.3.2,ratatui^0.30.0,Apache-2.0,2026-02-20,no,,
neotop,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.29.0,ratatui^0.29,Apache-2.0,2026-05-22,no,,
neoutils,DROP-APP,,publishes no library target,OK,26.4.0,ratatui^0.30.1,Apache-2.0,2026-06-07,no,,
neptune-dashboard,DROP-APP,,publishes no library target,OK,0.15.0,ratatui^0.30,Apache-2.0,2026-07-30,no,,
nereid,DROP-APP,,ships binaries (nereid),OK,0.9.0,ratatui^0.30,non-standard,2026-07-11,no,,
nerve-tui,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.4.1,ratatui^0.29,MIT,2026-05-28,no,,
neser,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,1.2.0,ratatui^0.29,MIT,2026-06-02,no,,
nestforge-cli,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,1.9.0,ratatui^0.29,MIT,2026-03-24,no,,
net-deck,DROP-APP,,publishes no library target,OK,0.33.0,ratatui^0.30,Apache-2.0,2026-07-15,no,,
net-use,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.3,ratatui^0.29,MIT,2026-03-06,no,,
netbook,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.2.7,ratatui^0.29,GPL-3.0,2025-10-01,yes,2431,
netls,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,1.1.0,ratatui^0.29,MIT OR Apache-2.0,2026-04-23,no,,
netop,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.4,ratatui^0.24.0,MIT,2023-12-18,no,,
netoproc,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.5.0,ratatui^0.29,MIT,2026-02-20,no,,
netpulse-cli,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.1,ratatui^0.29,MIT,2026-03-05,no,,
netrain,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.2.8,ratatui^0.25,MIT,2025-07-02,yes,3523,
netrunner_cli,DROP-APP,,ships binaries (netrunner_cli),OK,2.0.4,ratatui^0.30; ratatui-widgets^0.3,MIT,2026-07-17,yes,5384,
netscan-tui,DROP-APP,,publishes no library target,OK,0.8.1,ratatui^0.30,MIT,2026-04-19,no,,
netscanner,DROP-APP,,publishes no library target,OK,0.6.43,ratatui^0.30.2,MIT,2026-07-06,yes,36262,
netscli,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.2.6,ratatui^0.29.0,MIT,2026-05-06,no,,
netspd,DROP-APP,,ships binaries (netspd),OK,0.1.7,ratatui^0.30.2,MIT,2026-07-09,no,,
netsu,DROP-APP,,ships binaries (netsu),OK,0.2.0,ratatui^0.30,MIT,2026-07-21,no,,
nettop,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.1,ratatui^0.26,MIT,2026-05-19,no,,
nettui,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.4.3,ratatui^0.29,GPL-3.0-only,2026-07-25,no,,
netui,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.2.1,ratatui^0.29.0,non-standard,2026-02-16,no,,
netviz,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.0,ratatui^0.29,MIT,2025-05-29,no,,
netwatch-rs,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.2.0,ratatui^0.29,MIT,2025-07-27,no,,
netwatch-tui,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.28.1,ratatui^0.27,MIT,2026-07-28,no,,
networkcop,DROP-APP,,ships binaries (networkcop),OK,0.4.1,ratatui^0.30.2,MIT OR Apache-2.0,2026-07-24,no,,
neurofield,DROP-APP,,"ships binaries (neurofield,tui)",OK,0.0.1,ratatui^0.30,non-standard,2026-04-06,no,,
neuronbox-cli,DROP-APP,,publishes no library target,OK,1.0.1,ratatui^0.30.0,AGPL-3.0-only,2026-04-09,no,,
neurosity,DROP-APP,,"ships binaries (neurosity,neurosity-tui)",OK,0.0.1,ratatui^0.30,non-standard,2026-04-06,no,,
neurosky,DROP-APP,,"ships binaries (neurosky,neurosky-tui)",OK,0.0.1,ratatui^0.30,non-standard,2026-04-06,no,,
news,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.3,ratatui^0.22.0,non-standard,2023-07-18,no,,
newsie,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.1,ratatui^0.21.0,non-standard,2023-07-15,no,,
newt-tui,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.7.5,ratatui^0.29,Apache-2.0,2026-07-29,no,,
newtree,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.2.0,ratatui^0.29,MIT,2026-03-24,no,,
newts,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.3.0,ratatui^0.29.0; ratatui-core^0.1,MIT,2025-12-31,no,,
