rank,name,max_version,downloads,recent_downloads,depends_on_ratatui,updated_at,created_at,repository,description
368,reformy,0.1.7,4188,70,True,2026-02-20,2025-04-14,,Derive ratatui form widgets from structs or enums
369,tundra,0.3.0,4179,16,True,2024-07-07,2024-02-15,https://github.com/user-simon/tundra,A framework for building interactive applications for the terminal using Ratatui.
370,mltop,0.6.3,4136,33,True,2026-02-23,2025-02-23,https://github.com/kikefdezl/mltop,Resource monitor for ML engineers written in Rust
371,ftui-harness,0.5.0,4116,1376,True,2026-07-05,2026-02-05,https://github.com/Dicklesworthstone/frankentui,Test harness and reference fixtures for FrankenTUI.
372,crepuscularity-core,0.4.25,4061,3960,False,2026-07-15,2026-04-09,https://github.com/tschk/crepuscularity,"Parser, AST, and expression evaluation for the Crepuscularity .crepus DSL (UNSTABLE; in active development)."
373,ratatui-bracket-terminal,0.2.0,4040,15,True,2025-11-20,2024-02-08,https://github.com/theq629/ratatui-bracket-terminal,Ratatui backends for Bracket Terminal
374,bili-live,0.1.8,4026,37,True,2026-01-09,2024-07-13,https://github.com/HellOwhatAs/bili-live,"A TUI / GUI tool for starting and stopping live streams on bilibili.com, capable of providing the RTMP address and stream key for streaming software such as OBS."
375,tameta,0.2.2,4022,17,False,2024-10-15,2024-09-05,,"pomodoro is Italian for tomato, and tameta is Gujarati for tomato"
376,yeehaw,0.1.0,4006,91,True,2025-01-04,2024-03-27,https://github.com/bogzbonny/yeehaw,Batteries Included Text Based Application Framework
377,trusty-common,0.26.2,3987,3987,True,2026-07-26,2026-05-11,https://github.com/bobmatnyc/trusty-tools,"Shared utilities and provider-agnostic streaming chat (ChatProvider, OllamaProvider, OpenRouter, tool-use) for trusty-* projects"
378,jk,0.2.7,3979,211,True,2026-06-24,2022-10-03,https://github.com/joshka/jk,A jj-native terminal UI for Jujutsu
379,superseedr,1.0.12,3954,673,True,2026-07-15,2025-10-22,https://github.com/Jagalite/superseedr,A BitTorrent Client in your Terminal.
380,terminusdm,1.0.2,3953,37,True,2024-04-10,2024-04-03,https://github.com/sumoduduk/terminusdm,"Terminus Download Manager. Download files, resume interrupted downloads, and keep a history of your downloads - within terminal UI."
381,Raijin,0.1.8,3933,109,True,2025-07-03,2025-07-02,https://github.com/MasonStooksbury/Raijin,"A free, simple weather TUI that pulls data without the need for an API key, account, or subscription"
382,hire-david-parker,1.0.4,3929,13,True,2025-03-21,2025-03-20,https://github.com/davidparkercodes/hire-david-parker,Interactive terminal-based resume application with a TUI interface
383,hyperi-rustlib,2.8.15,3911,1295,True,2026-06-22,2026-02-17,https://github.com/hyperi-io/hyperi-rustlib,"There's plenty of sage advice out there about how to run Rust services in production at scale — config cascades, structured logging, masking secrets, multi-backend secrets management, Prometheus, OpenTelemetry, Kafka transports, tiered disk-spillover sinks, adaptive worker pools, graceful shutdown — but almost none of it as code you can just install and use.  This is that code.  Opinionated, drop-in, working out of the box. The patterns from blog posts, watercooler chats and beers with your Google mates as actual library — not a framework you assemble from twenty crates and 8 weeks of munging."
384,tui_document,0.9.25,3891,30,True,2025-06-01,2025-05-26,https://github.com/killrpenguin/tui_document,A Ratatui widget wrapping the Ropey crate.
385,tui-tree-widget-table,0.2.0,3890,57,True,2025-02-02,2023-09-19,https://github.com/gnaaman-dn/tui-rs-tree-widget-table,Tree Widget for ratatui with table
386,pkgbob,0.7.0,3889,45,True,2026-01-30,2024-10-11,https://github.com/jperkin/bob,A pkgsrc package builder
387,termprofile,0.2.4,3854,1043,True,2026-05-02,2025-10-03,https://github.com/aschey/termprofile,A library to detect and handle terminal color/styling support
388,rat-dialog,2.0.2,3842,159,False,2026-03-08,2025-02-10,https://github.com/thscharler/rat-salsa,stacked dialog windows and application windows
389,arkanoid-tui,0.1.2,3840,8,True,2024-08-15,2024-06-23,https://github.com/JustPretender/arkanoid-tui,Arkanoid built with Ratatui
390,rfui,0.1.9,3823,34,True,2025-07-09,2025-07-07,https://github.com/dylan0804/rfd,"A fast, interactive file finder with live preview built in Rust"
391,rustmaton,0.3.0,3813,16,True,2026-01-04,2023-02-07,https://github.com/deweyjose/rustling,A text editor for Conway's Game of Life
392,tui-dashboard,0.1.2,3801,14,True,2024-02-08,2024-02-07,https://github.com/jedsek/tui-dashboard,A dashboard widget for ratatui (WIP)
393,material,0.1.1,3795,117,True,2024-01-18,2022-08-09,https://github.com/azorng/material,A material design color palette for the terminal
394,jsonrpc-debugger,0.1.9,3791,37,True,2025-11-13,2025-06-03,https://github.com/shanejonas/jsonrpc-debugger,A terminal-based JSON-RPC debugger with interception capabilities
395,ichoose,0.3.0,3760,63,True,2026-04-04,2024-07-12,https://github.com/nanocryk/iforgor,Interactive terminal list selection (lib+bin)
396,terminput-web-sys,0.2.11,3754,74,False,2026-07-18,2025-07-13,https://github.com/aschey/terminput,web-sys adapter for terminput
397,ratatui-statusbar,0.2.1,3752,19,True,2024-04-19,2024-04-17,https://github.com/kdheepak/ratatui-statusbar,A statusbar widget for ratatui
398,myip-tui,0.2.2,3733,26,True,2025-05-09,2025-03-22,https://github.com/supakornn/myip-tui,A clean terminal UI for network interface information
399,quetty-server,0.1.9,3719,92,False,2025-08-04,2025-08-03,https://github.com/dawidpereira/quetty,Core Azure Service Bus client library for Quetty terminal application
400,scarab-nav-protocol,0.1.0,3718,98,False,2025-12-02,2025-12-02,https://github.com/raibid-labs/scarab-nav-protocol,Protocol definitions for Scarab Navigation System - enabling keyboard-driven navigation for TUI applications
401,ratatui-cheese,0.7.0,3694,3415,True,2026-04-28,2026-03-24,https://github.com/shashanktomar/ratatui-cheese,Bubbletea-inspired widgets for Ratatui
402,conway-game-life-ratatui,1.3.0,3653,19,True,2025-04-29,2025-03-09,https://github.com/LuMarans30/conway-game-life-ratatui,Conway's Game of Life in the CLI using ratatui
403,nvl-cli,0.1.4,3631,18,False,2025-02-02,2024-09-24,https://codeberg.org/paulollivier/nvl,A program to download webnovels
404,fpicker,0.1.4,3621,129,True,2024-11-20,2024-11-20,https://github.com/confucianfighter/ratatui-file-picker.git,ratatui-file-picker allows you to select multiple files from a tree and add their content or paths to clipboard. It also returns the absolute paths of selected files on exit.
405,yadb,0.3.5,3595,54,True,2025-11-09,2025-06-20,https://github.com/izya4ka/yadb,Yet Another Directory Buster
406,seqsizzle,0.5.0,3580,44,True,2026-06-18,2024-03-12,https://github.com/ChangqingW/SeqSizzle,"A pager for viewing FASTQ and FASTA files with fuzzy matching, allowing different adaptors to be colored differently."
407,graphix-stdlib,0.3.1,3553,57,False,2026-01-28,2025-07-29,https://github.com/graphix-lang/graphix-stdlib,"A dataflow language for UIs and network programming, standard library"
408,jocalsend,1.6.18033988,3537,137,True,2025-09-22,2025-08-10,https://git.kittencollective.com/nebkor/joecalsend,A TUI for LocalSend
409,netrain,0.2.8,3523,35,True,2025-07-02,2025-07-01,https://github.com/marcuspat/netrain,"Matrix-style network packet monitor with IP tracking, threat detection and real-time visualization"
410,ratatui-calloop,0.2.0,3518,13,True,2025-11-29,2024-06-21,https://github.com/joshka/ratatui-calloop,A small library for building calloop EventLoop based Ratatui applications
411,flerp,0.5.1,3494,54,True,2026-06-07,2025-06-04,https://github.com/Huseynteymurzade28/flerp,"A terminal UI for exploring and analyzing text files, PDFs, and images"
412,csvs,1.2.0,3482,17,False,2025-04-11,2025-01-07,https://github.com/koma-private/csvs,csvs (CSV Sql) is a command-line tool that simplifies working with CSV or TSV files by enabling SQL queries through an embedded SQLite engine.
413,terminal-toys,0.7.0,3454,75,True,2026-03-01,2025-03-18,https://github.com/Seebass22/terminal-toys,terminal-toys is a collection of screensavers for the terminal.
414,quickswitch,0.2.3,3428,37,True,2026-03-05,2025-07-08,https://github.com/luodeb/quickswitch.git,A terminal-based tool for quickly switching between directories and files.
415,superlighttui,0.22.2,3412,1618,False,2026-06-27,2026-03-12,https://github.com/subinium/SuperLightTUI,"Super Light TUI - A lightweight, ergonomic terminal UI library"
416,ascii-webcam,0.1.3,3395,15,True,2025-11-24,2024-09-18,https://github.com/nubilfi/ascii-webcam,A webcam that visualizes its output as ASCII art directly in the terminal
417,vtcode-tui,0.123.10,3391,1785,True,2026-06-09,2026-02-28,https://github.com/vinhnx/vtcode,Reusable TUI primitives and session API for VT Code-style terminal interfaces
418,ratty,0.5.0,3381,2731,True,2026-07-05,2025-04-11,https://github.com/orhun/ratty,A GPU-rendered terminal emulator that supports inline 3D graphics
419,awsom,0.17.1,3373,86,True,2026-04-30,2025-10-12,https://github.com/oleksiimorozenko/awsom,k9s-like TUI for AWS SSO sessions
420,rst-traverse,2.0.1,3362,13,True,2023-08-28,2023-08-28,,A terminal based file manager.
421,ratatui-testlib,0.1.0,3343,594,True,2025-12-01,2025-12-01,https://github.com/raibid-labs/ratatui-testlib,Integration testing library for terminal user interface applications with Sixel and Bevy support
422,webatui,0.1.1,3335,157,True,2024-02-26,2024-02-07,https://github.com/TylerBloom/webatui,Run your TUI apps in the broswer!
423,verses,0.9.2,3261,13,True,2023-09-09,2023-09-09,https://github.com/Maxuss/verses,TUI for viewing synchronized Spotify lyrics
424,lazy-etherscan,0.1.1,3256,13,True,2024-01-11,2023-12-03,https://github.com/woxjro/lazy-etherscan,Simple Terminal UI for the Ethereum Blockchain Explorer
425,vim-line,7.7.1,3233,1510,False,2026-07-03,2025-12-31,https://git.navicore.tech/navicore/patch-seq,A line-oriented vim motions library for TUI applications
426,tui-checkbox,0.4.6,3214,1042,True,2026-07-10,2025-10-23,https://github.com/sorinirimies/tui-checkbox,A customizable checkbox widget for Ratatui TUI applications
427,ratatui-code-editor,0.0.6,3171,2361,True,2026-07-07,2025-10-16,https://github.com/vipmax/ratatui-code-editor.git,"ratatui-code-editor is A code editor widget for ratatui, built with syntax highlighting powered by Tree-sitter."
428,basalt-widgets,0.1.1,3152,12,True,2025-04-20,2025-03-01,https://github.com/erikjuhani/basalt,Provides the custom ratatui widgets for Basalt TUI application
429,soundscope,1.9.2,3140,186,True,2026-06-11,2025-09-06,https://github.com/bananaofhappiness/soundscope,"A command-line tool for analyzing audio files and real-time input (FFT, LUFS)"
430,plastic_core,0.3.2,3130,183,False,2025-11-26,2024-10-19,https://github.com/Amjad50/plastic,An accurate NES emulator. The backend emulation for plastic and plastic-tui
431,envex,0.6.2,3123,105,True,2025-09-19,2025-08-27,https://github.com/mikeleppane/envx,"A modern, cross-platform environment variable manager with TUI and CLI interfaces"
432,plastic,0.3.5,3073,34,False,2025-11-26,2024-10-19,https://github.com/Amjad50/plastic,A NES emulator with GUI and TUI
433,blockpedia,0.1.9,3070,988,True,2026-05-13,2025-07-07,https://github.com/Nano112/blockpedia,A comprehensive Rust library for Minecraft block data with advanced color analysis and palette generation
434,concord,2.4.8,3055,3055,True,2026-07-28,2026-05-08,https://github.com/chojs23/concord,A terminal user interface client for Discord
435,bookokrat,0.3.12,3043,907,True,2026-06-06,2025-10-28,https://github.com/bugzmanov/bookokrat,A terminal-based EPUB/PDF Books reader
436,todotxt-tui-macros,0.2.1,3038,98,False,2026-03-10,2024-10-22,https://github.com/Fanteria/todotxt-tui,"Todo.txt TUI uses Rust macros to provide a customizable terminal-based app for managing tasks in the todo.txt format, making configuration simple and flexible."
437,rlvgl,0.2.5,3033,241,False,2026-07-14,2025-07-28,https://github.com/softoboros/rlvgl,"A modular, idiomatic Rust reimplementation of the LVGL graphics library for embedded and simulator use."
438,voynich,0.1.1,3007,20,True,2024-03-18,2024-03-14,,"Library for creating anonymous, end-to-end encrypted and authenticated chat applications"
439,tuiwindow,0.1.1,3007,13,True,2024-03-02,2024-02-29,https://github.com/untitled-/tuiwindow,A minimal window and focus manager for Ratatui+Crossterm TUI applications
440,rat-theme2,1.6.1,2999,43,False,2025-12-27,2025-01-31,https://github.com/thscharler/rat-salsa,dark theme and color-schemes
441,kanban-tui,0.7.2,2989,494,True,2026-06-10,2025-10-12,https://github.com/fulsomenko/kanban,Terminal user interface for the kanban project management tool
442,inkhaven,1.10.0,2952,2952,True,2026-07-30,2026-05-20,https://github.com/vulogov/blackInkhaven,Inkhaven — TUI literary work editor for Typst books
443,crepuscularity_macros,0.5.11,2941,2867,False,2026-07-15,2026-04-09,https://github.com/tschk/crepuscularity,Compile-time view! macro for Crepuscularity templates (UNSTABLE; in active development).
444,zc2,0.0.16,2922,87,True,2026-05-03,2023-04-01,https://github.com/zakuro-ai/zc,"P2P compute broker with credit-based billing, WAL, and broker mesh support"
445,markdown-tui-explorer,1.34.75,2884,1203,True,2026-07-21,2026-04-08,https://github.com/leboiko/markdown-reader,"A terminal-based markdown file browser and viewer with search, syntax highlighting, and live reload"
446,iotop,0.2.4,2856,53,True,2025-10-16,2025-10-08,https://github.com/AndPuQing/iotop,A Rust implementation of iotop - display I/O usage of processes
447,revue,2.74.0,2786,571,False,2026-07-04,2026-01-02,https://github.com/hawk90/revue,A Vue-style TUI framework for Rust with CSS styling
448,ai-code-buddy,0.4.20,2773,33,True,2025-08-29,2025-07-31,https://github.com/edgarhsanchez/ai_code_buddy,An AI-powered code review tool with elegant Bevy-based TUI
449,cookcli,0.32.1,2764,287,False,2026-06-26,2025-05-21,https://github.com/cooklang/cookcli,A command-line interface for managing and working with Cooklang recipes
450,bmm,0.3.1,2753,79,True,2026-05-16,2025-02-20,https://github.com/dhth/bmm,bmm lets you get to your bookmarks in a flash
451,ratatu-image,1.0.0,2747,20,True,2023-09-17,2023-08-28,https://github.com/benjajaja/ratatui-image,Renamed to ratatui-image
452,fetchatui,0.1.1,2732,12,True,2023-12-08,2023-12-08,,A real time system information command written in Ratatui
453,pkcore,0.3.2,2727,1919,False,2026-07-21,2026-03-22,https://github.com/ImperialBower/pkcore.git,Prototype core poker library.
454,treemd,0.6.0,2713,549,True,2026-07-23,2025-11-08,https://github.com/epistates/treemd,A markdown navigator with tree-based structural navigation and syntax highlighting
455,fm-cli,0.1.1,2696,11,True,2023-08-11,2023-05-29,https://github.com/gteditor99/fm,cross-platform Rust command-line tool for browsing your filesystem
456,flashkraft,1.2.2,2686,207,False,2026-05-04,2025-10-24,https://github.com/sorinirimies/flashkraft,FlashKraft — OS image writer desktop application (Iced GUI)
457,kanash,0.1.4,2686,25,True,2025-05-04,2025-04-16,https://github.com/benoitlx/kanash,Learn Hiragana and Katakana in a terminal !
458,tray-tui,0.3.3,2686,44,True,2026-02-17,2025-02-26,https://github.com/Levizor/tray-tui,System tray in your terminal
459,pantry_client,0.1.1,2682,9,False,2024-03-16,2024-03-16,,A client for the Pantry API
460,the-other-tui-markdown,0.1.0,2673,1597,True,2026-03-16,2026-03-16,https://github.com/christo-auer/the-other-tui-markdown,Convert Markdown to ratatui Text with configurable theming and per-element rendering
461,lyrics-next,0.2.1,2672,29,True,2026-03-01,2025-04-16,https://github.com/erasin/lyrics-next,在终端下为 mpd/mpris 提供歌词.
462,simvar_harness,0.4.0,2657,1866,True,2026-07-04,2025-05-08,https://github.com/MoosicBox/MoosicBox,Simulator Harness package
463,pola,0.1.3,2657,13,True,2025-02-27,2025-02-20,https://github.com/sethispr/pola,"Silent Assassin TUI for searching skins, checking values, and finding owners!"
464,fsel,3.6.0-kiwicrab,2656,336,True,2026-07-20,2025-10-09,https://github.com/Mjoyufull/fsel,Fast TUI app launcher and fuzzy finder for GNU/Linux and *BSD
465,blockrs,0.4.0,2652,16,True,2025-03-31,2025-03-14,https://github.com/sergerad/blockrs,TUI for tailing chain data
466,ratbaseconfig,0.1.1,2647,10,True,2024-01-11,2024-01-11,https://github.com/nobel-von-it/ratbaseconf,lib with base ratatui config for my (mb your) apps
467,ratata,0.1.1,2633,12,True,2024-04-07,2024-04-07,https://github.com/david-d-h/ratata,A tiny application builder for ratatui that includes everything you need to get started.
468,oli-tui,0.1.3,2626,22,True,2025-03-25,2025-03-18,https://github.com/amrit110/oli,"A simple, blazingly fast TUI based AI coding assistant"
469,traceview,2.1.1,2623,42,True,2026-06-03,2025-02-20,https://github.com/javaLux/traceview,Tracing and viewing your files and resource landscape
470,octotype,0.8.0,2577,97,True,2025-11-03,2025-09-14,https://github.com/mahlquistj/octotype,A typing trainer for your terminal
471,blogr-themes,0.5.1,2534,91,True,2026-04-03,2025-09-20,https://github.com/bahdotsh/blogr,Theme system for Blogr static site generator
472,tui-spinner,0.4.0,2522,2405,True,2026-07-10,2026-04-29,https://github.com/sorinirimies/tui-spinner,"Customizable animated spinner widgets for Ratatui — braille arcs, bouncing bars, rotating glyphs, and symbol styles"
473,h3xup,0.2.1,2461,29,False,2025-07-20,2025-07-03,https://github.com/h3x4d3c1m4l/h3xUpdtr,A file-level updater tool for (primarily) Windows applications.
474,rat-theme3,2.6.1,2452,427,False,2025-12-27,2025-09-30,https://github.com/thscharler/rat-salsa,dark theme and color-schemes
475,stategine,0.3.1,2435,20,True,2025-08-02,2025-05-21,https://github.com/TheEmeraldBee/stategine,An application engine for handling function systems that run based on states and conditions
476,netbook,0.2.7,2431,34,True,2025-10-01,2025-10-01,https://github.com/jonaylor89/netbook,A lightweight TUI request collection manager and runner - a Postman alternative for the terminal
477,minitel-stum,0.1.1,2418,121,False,2025-01-04,2025-01-04,https://github.com/plule/minitel,Spécifications Techniques d'Utilisation du Minitel
478,lazygh,0.5.0,2417,13,True,2024-09-16,2024-09-16,https://github.com/kmj-007/lazygh,A Terminal User Interface (TUI) application for managing multiple GitHub accounts easily
479,gatherbrained,0.3.0,2416,14,True,2025-08-14,2024-02-25,https://github.com/rescrv/gatherbrained,gatherbrained is an AI writing agent
480,doxx,0.1.4,2411,301,True,2026-06-02,2025-08-22,https://github.com/bgreenwell/doxx,Terminal document viewer for .docx files
481,tui-gradient-block,0.1.3,2405,104,True,2025-04-07,2025-02-28,https://github.com/F-77777/tui-gradient-block,a pretty extension to the block widget using colorgrad
482,tcolour,0.1.3,2388,27,True,2025-03-27,2025-03-26,https://github.com/KingPEPSALT/tcolour,A colour library aimed at use with Ratatui.
483,keifu,0.6.0,2387,440,True,2026-07-30,2025-12-20,https://github.com/trasta298/keifu,A TUI tool to visualize Git commit graphs with branch genealogy
484,glim-tui,0.2.1,2384,55,True,2025-07-21,2024-10-05,https://github.com/junkdog/glim,A TUI for monitoring GitLab CI/CD pipelines and projects
485,inirs,0.1.6,2384,10,False,2024-06-20,2024-06-20,https://github.com/nobel-von-it/inirs.git,A simple command line task manager
486,monitetoring,0.3.3,2382,70,True,2026-05-30,2025-06-16,https://github.com/superapple8x/monitetoring,"A real-time per-process network bandwidth monitoring tool for Linux, inspired by nethogs. Built with Rust and featuring a terminal UI powered by ratatui."
487,dartboard-core,0.1.4,2381,2106,False,2026-04-23,2026-04-21,https://github.com/mevanlc/dartboard,"Core canvas model, color types, client traits, and wire protocol for dartboard"
488,ratcl,2.0.2,2379,23,True,2025-12-17,2025-06-24,https://codeberg.org/Android789515/ratcl,Create complex ratatui layouts with a simple API.
489,qraw,0.1.1,2365,11,True,2024-11-10,2024-11-09,https://github.com/amatagonsk/qraw,simple terminal drawing canvas.
490,elicitation,0.11.1,2359,1331,True,2026-06-03,2025-12-28,https://github.com/crumplecup/elicitation,Conversational elicitation of strongly-typed Rust values via MCP
491,ratatui-markdown,0.3.6,2344,2344,True,2026-05-21,2026-05-14,https://github.com/celestia-island/ratatui-markdown,"Markdown rendering, syntax highlighting, collapsible trees, and rich scroll widgets for ratatui"
492,lazytables,0.2.3,2328,34,True,2025-10-14,2025-08-15,https://github.com/yuyudhan/LazyTables,Terminal-based SQL database viewer and editor with vim-style navigation
493,mcp-cli,0.3.0,2308,71,True,2025-06-30,2025-06-21,https://github.com/conikeec/mcp-probe,Interactive CLI debugger and TUI for MCP servers
494,hjkl-buffer-tui,0.39.0,2307,2307,True,2026-07-27,2026-05-19,https://github.com/kryptic-sh/hjkl,Ratatui Widget adapter for hjkl-buffer — single-pass cell renderer for BufferView.
495,feedr,0.7.0,2305,299,True,2026-03-31,2025-04-02,https://github.com/bahdotsh/feedr,Feedr is a feature-rich terminal-based RSS/Atom feed reader written in Rust.
496,oxi-tui,0.62.0,2299,2299,True,2026-07-30,2026-05-03,https://github.com/a7garden/oxi,"Terminal UI widgets and theme system for oxi, built on ratatui"
497,flashy,0.1.0,2295,13,True,2024-08-13,2024-07-30,https://gitlab.com/haasal/flashy-rs,A TUI to write and use flashcards
498,cargo-seek,0.2.0,2292,363,True,2026-07-08,2025-04-30,https://github.com/tareqimbasher/cargo-seek,"A terminal user interface for searching, adding and installing cargo crates."
499,fcd,1.0.1,2258,15,True,2025-01-17,2024-09-13,https://github.com/bugnano/fcd,The FCD File Manager (FranCommanDer) - a text based file manager that combines the best features of Midnight Commander and Ranger
500,hjkl-engine-tui,0.39.0,2248,2248,True,2026-07-27,2026-05-19,https://github.com/kryptic-sh/hjkl,Ratatui adapters for hjkl-engine — Style conversion + Editor extension methods for ratatui-flavoured input.
501,rat-theme4,4.5.3,2247,657,False,2026-03-08,2025-11-06,https://github.com/thscharler/rat-salsa,dark theme and color-schemes
502,librius,0.5.1,2231,40,False,2025-11-12,2025-10-12,https://github.com/umpire274/librius,A personal library manager CLI written in Rust.
503,fx-torrent,0.9.1,2211,1722,True,2026-05-10,2025-12-27,https://github.com/yoep/fx-torrent,"FX Torrent is a feature rich Bittorrent protocol implementation written in rust supporting Linux, MacOS and Windows."
504,tui-skeleton,0.3.0,782,542,True,2026-03-31,2026-03-27,https://github.com/jharsono/tui-skeleton,Animated skeleton loading widgets for Ratatui
505,tui-pantry-macros,0.4.0,539,389,False,2026-04-15,2026-03-17,https://github.com/taho-inc/tui-pantry,Proc macros for tui-pantry — not intended for direct use
506,tui-pantry,0.4.0,470,352,True,2026-04-15,2026-03-17,https://github.com/taho-inc/tui-pantry,Preview harness for developing Ratatui widgets in isolation
507,pantry-tui,0.2.1,67,30,True,2026-06-12,2026-04-14,https://github.com/jamestjw/pantry,A TUI cookbook for managing and executing reusable shell snippets
508,codensity,0.4.0,50,50,False,2026-07-29,2026-07-29,https://github.com/LIghtJUNction/codensity,Language-independent source-code information density analysis
